plotID,Year,siteID,domainID,decimalLatitude,decimalLongitude,nlcdClass,Habitat,I,N,NI,c8To0Concentration,c10To0Concentration,c11To0Concentration,lipid2OH10To0Concentration,c12To0Concentration,c13To0Concentration,lipid2OH12To0Concentration,lipid3OH12To0Concentration,c14To1Concentration,c14To0Concentration,i14To0Concentration,i15To0Concentration,aC15To0Concentration,c15To0Concentration,c15To1Concentration,lipid2OH14To0Concentration,lipid3OH14To0Concentration,i16To0Concentration,cis16To1n9Concentration,c16To1n7Concentration,c16To1Cis11Concentration,c16To0Concentration,lipid10Methyl16To0Concentration,i17To0Concentration,c17To1Concentration,cyclo17To0Concentration,c17To0Concentration,c17To0AnteisoConcentration,c17To1n7Concentration,lipid2OH16To0Concentration,lipid10Methyl17To0Concentration,lipid10Methyl17To1Concentration,c18To1n13Concentration,c18To3n6Concentration,cis18To2n912Concentration,cis18To1n9Concentration,trans18To1n9Concentration,trans18To2n912Concentration,c18To3n3Concentration,c18To1n11Concentration,c18To0Concentration,lipid10Methyl18To0Concentration,lipid10Methyl18To1Concentration,cyclo19To0Concentration,c19To0Concentration,c19To1Cis10Concentration,c20To4n6Concentration,c20To5n3Concentration,c20To3n6Concentration,c20To2Concentration,c20To1Concentration,c20To3n3Concentration,c20To0Concentration,c21To0Concentration,c22To2Concentration,c22To1n9Concentration,c22To0Concentration,c22To6CisConcentration,c23To0Concentration,c24To1Concentration,c24To0Concentration,totalLipidConcentration,d15N,organicd13C,nitrogenPercent,organicCPercent,CNratio,soilMoisture,soilInWaterpH
MLBS_061,2018,MLBS,D07,37.376631,-80.5198,deciduousForest,Deciduous Forest,,60.66904762,,0,0,0,0.0535,1.829,0.503,5.242631579,0,0,2.7105,2.2935,15.9055,7.408,2.16,0,0,0.222105263,9.717,14.07,NA,8.4865,28.964,3.664,0.739,0.051,4.4975,1.1465,0.983,NA,0.0035,9.8295,NA,NA,0,14.0815,27.7395,5.175263158,1.483157895,2.156315789,18.287,7.935263158,2.724,NA,3.407,NA,29.57894737,1.7275,2.198,0.074,0.0445,1.432,0,1.377,0,0,0,2.474,0.4335,2.2845,1.088,2.6735,246.268,3.538333333,-27.4125,0.094583333,2.446916667,20.71333333,1.082333333,4.019333333
MLBS_063,2018,MLBS,D07,37.377486,-80.527932,deciduousForest,Deciduous Forest,,131.25,,0,0,0,0,0,0,2.8675,0,0,0,0,6.365,2.2625,0.100625,0,0,0.305,2.98375,3.943125,NA,2.896875,10.728125,0.036875,0.858125,0.09625,1.348125,0.309375,0.799375,NA,0,3.855,NA,NA,0,5.259375,11.6925,1.084375,0.06,0.229375,9.956875,4.889375,0.14,NA,0.791875,NA,17.22,0.144375,0.045,0,0,0,0.011875,0.020625,,0,0,0.380625,0,0.008125,0.010625,0.77,92.474375,3.494642857,-27.42589286,0.094017857,2.429910714,20.77321429,0.794571429,4.265333333
MLBS_064,2018,MLBS,D07,37.37556,-80.5202,deciduousForest,Deciduous Forest,,77.45714286,,0,0,0,0,0,0,2.232777778,0,0,0.035555556,0,5.445,1.825555556,0.184444444,0,0,0.406666667,2.695555556,3.866666667,NA,2.679444444,9.931666667,0.077777778,0.489444444,0.111666667,1.295555556,0.345555556,0.826666667,NA,0.001666667,3.435555556,NA,NA,0.005,4.888333333,11.40555556,0.919444444,0.070555556,0.147777778,9.932222222,3.567777778,0.447777778,NA,0.495555556,NA,16.13777778,0.165555556,0.140555556,0,0,0.054444444,0.01,0.043333333,,0.023333333,0,0.366666667,0,0.042777778,0.098333333,0.706666667,85.555,3.626190476,-27.43968254,0.046666667,1.155952381,24.56904762,0.646916667,4.289333333
ORNL_001,2021,ORNL,D07,35.930248,-84.270109,deciduousForest,Deciduous Forest,1,68.21666667,,NA,0,0,0.081666667,0.186666667,0,NA,NA,0.028333333,0.77,0.22,6.283333333,1.878333333,0.645,0,NA,NA,2.648333333,3.661666667,0.826666667,2.035,12.52,3.995,1.155,0,1.796666667,0.72,0.973333333,1.566666667,0.036666667,0.313333333,0.663333333,1.053333333,0.08,3.851666667,6.543333333,NA,NA,NA,7.163333333,NA,1.211666667,1.455,11.89,NA,0,0.453333333,0.165,0.076666667,0.341666667,0.123333333,NA,0.421666667,0.025,0,0,0.518333333,0,0.098333333,0,0.601666667,79.1,2.112785388,-25.56801802,0.370319635,7.979954955,21.74888889,0.266777778,4.663333333
ORNL_001,2020,ORNL,D07,35.930248,-84.270109,deciduousForest,Deciduous Forest,0.5,65.58333333,,NA,0,0,0.058333333,0.07,0,NA,NA,0,0.69,0.191666667,5.636666667,1.731666667,0.525,0,NA,NA,2.696666667,2.038333333,NA,1.421666667,9.523333333,3.996666667,1.243333333,0.043333333,1.12,0.5,1.04,NA,0.03,0.376666667,NA,NA,0.038333333,2.215,4.418333333,NA,NA,NA,3.948333333,NA,1.543333333,NA,10.75166667,NA,NA,0.508333333,0.178333333,0.146666667,0.103333333,0.088333333,NA,0.551666667,0,0,0,0.713333333,0,0.061666667,0,0.845,59.03666667,1.844594595,-25.61846847,0.395,8.900585586,21.89492754,0.434666667,4.481666667
ORNL_001,2017,ORNL,D07,35.930248,-84.270109,deciduousForest,Deciduous Forest,1,94.875,,0,0,0,0,0.203333333,0.059444444,3.153888889,0,0.584444444,2.711666667,0.118333333,15.56555556,6.137222222,2.103888889,0,0,0,9.534444444,12.69055556,NA,5.729444444,31.31666667,1.585555556,0,0.501666667,4.885,1.645555556,0.975,NA,0,9.869444444,NA,NA,0.17,6.093333333,21.84055556,4.226666667,0.246111111,1.121111111,20.96166667,6.28,2.69,NA,6.787777778,NA,22.07444444,0.66,0.631111111,0,0,0.146111111,0,1.288888889,,0,0,2.521111111,0,0.266111111,0,3.432222222,210.8122222,2.126347305,-25.84099849,0.383428144,8.448184569,21.71946472,0.508285714,4.575555556
ORNL_002,2021,ORNL,D07,35.982199,-84.212753,deciduousForest,Deciduous Forest,1,26.95833333,,NA,0,0,0,0.043333333,0,NA,NA,0,0.48,0.151666667,3.728333333,1.538333333,0.366666667,0,NA,NA,1.441666667,2.053333333,0.545,1.311666667,7.395,2.611666667,0.871666667,0,0.998333333,0.443333333,0.766666667,1.111666667,0,0.195,0.386666667,0.626666667,0.04,1.741666667,3.063333333,NA,NA,NA,4.8,NA,1.313333333,0.616666667,7.033333333,NA,0,0.341666667,0.193333333,0.098333333,0.545,0,NA,0.276666667,0,0,0.023333333,0.415,0,0.023333333,0,0.605,48.18833333,2.310614525,-25.38202247,0.473240223,9.349157303,22.90095238,0.197222222,4.883333333
ORNL_002,2020,ORNL,D07,35.982199,-84.212753,deciduousForest,Deciduous Forest,,21.58333333,,NA,0,0,0.341666667,0.188333333,0,NA,NA,0.088333333,1.97,0.675,14.135,4.633333333,1.686666667,0,NA,NA,4.858333333,7.448333333,NA,3.806666667,26.485,8.006666667,2.24,0,4.605,1.715,1.778333333,NA,0.086666667,0.771666667,NA,NA,0.338333333,12.19,17.35333333,NA,NA,NA,14.04833333,NA,2.726666667,NA,25.04666667,NA,NA,1.618333333,0.525,0.586666667,0.421666667,0.456666667,NA,1.226666667,0.265,0,0.148333333,1.851666667,0,0.375,0,2.066666667,166.7466667,2.303910615,-25.36906077,0.505921788,9.99121547,22.30092593,0.529166667,4.468333333
ORNL_002,2017,ORNL,D07,35.982199,-84.212753,deciduousForest,Deciduous Forest,,97.41666667,,0,0,0,0,0.152941176,0.097647059,3.547058824,0,0,2.845294118,0.15,18.45529412,7.692352941,2.341764706,0,0,0.18,9.671764706,14.71764706,NA,6.650588235,33.60176471,1.451176471,0,0.728235294,5.083529412,1.278235294,0.825294118,NA,0,11.26411765,NA,NA,0.211176471,8.008235294,23.30823529,4.962941176,0.512941176,0.962352941,23.87764706,6.678235294,1.792941176,NA,6.211764706,NA,23.54058824,0.631176471,0.527058824,0,0,0.144705882,0,1.101176471,,0,0,2.255882353,0,0.381764706,0,3.018823529,228.86,2.276023392,-25.38468992,0.428304094,8.794593023,22.53619048,0.338,4.72
ORNL_003,2021,ORNL,D07,35.965875,-84.230646,deciduousForest,Deciduous Forest,1.7,62.75,,NA,0,0,0,0,0,NA,NA,0,0.786666667,0.481666667,7.081666667,3.095,0.53,0,NA,NA,2.431666667,4.425,1.185,3.156666667,11.41333333,5.181666667,1.49,0,1.923333333,0.668333333,1.383333333,1.536666667,0,0.345,0.683333333,1.523333333,0,2.995,6.056666667,NA,NA,NA,10.63333333,NA,1.861666667,1.4,12.58833333,NA,0,0.696666667,0.111666667,0.113333333,0.525,0.145,NA,0.365,0,0,0,0.453333333,0,0.036666667,0,0.605,87.90333333,4.072463768,-24.72180451,0.391666667,8.081052632,24.65479452,0.338444444,5.125
ORNL_003,2020,ORNL,D07,35.965875,-84.230646,deciduousForest,Deciduous Forest,3.1,91.7,,NA,0,0,0.095,0.076666667,0,NA,NA,0.05,1.231666667,0.696666667,11.18,4.94,0.83,0,NA,NA,4.376666667,5.026666667,NA,3.598333333,17.42833333,8.965,2.458333333,0,3.058333333,0.813333333,1.935,NA,0.056666667,0.651666667,NA,NA,0,2.82,9.236666667,NA,NA,NA,11.695,NA,2.445,NA,23.085,NA,NA,0.925,0.263333333,0.293333333,0.26,0.356666667,NA,0.821666667,0.128333333,0,0.05,0.891666667,0.018333333,0.095,0,1.016666667,121.8566667,4.368656716,-25.18897059,0.381641791,8.092720588,24.32361111,0.574333333,5.183333333
ORNL_003,2017,ORNL,D07,35.965875,-84.230646,deciduousForest,Deciduous Forest,14.42857143,56.92857143,,0,0,0,0.06,0.100588235,0.028235294,2.834117647,0,0.257647059,2.304117647,0,15.38705882,12.00058824,1.997058824,0,0,0,7.597058824,14.59588235,NA,8.522941176,27.70941176,1.908235294,0,0.945294118,5.016470588,1.514705882,0.717058824,NA,0,11.64764706,NA,NA,0,3.694705882,19.55529412,6.221764706,0.567058824,0.853529412,34.23235294,6.31,2.490588235,NA,8.981764706,NA,20.13411765,0.55,0.398823529,0,0,0.308823529,0.045294118,0.882352941,,0,0,1.822941176,0.079411765,0.288235294,0,2.982352941,225.5435294,4.129533679,-25.3940874,0.398290155,7.914421594,24.15514019,0.323794118,5.402941176
ORNL_004,2021,ORNL,D07,35.907944,-84.275214,deciduousForest,Deciduous Forest,,17.95833333,,NA,0,0,0,0.046666667,0,NA,NA,0,0.478333333,0.086666667,3.703333333,1.343333333,0.4,0,NA,NA,1.411666667,1.75,0.536666667,1.236666667,7.968333333,2.42,0.758333333,0,0.848333333,0.453333333,0.783333333,1.545,0,0.225,0.331666667,0.601666667,0.021666667,2.226666667,3.701666667,NA,NA,NA,3.843333333,NA,1.716666667,0.445,8.388333333,NA,0,0.308333333,0.02,0,0.37,0,NA,0.251666667,0,0,0,0.395,0,0,0,0.585,49.18833333,3.428571429,-25.6,0.512857143,8.414545455,23.28333333,0.211444444,4.623333333
ORNL_004,2020,ORNL,D07,35.907944,-84.275214,deciduousForest,Deciduous Forest,,30.90833333,,NA,0,0,0.245,0.148333333,0,NA,NA,0.035,1.473333333,0.516666667,12.67666667,3.83,1.088333333,0,NA,NA,4.696666667,6.526666667,NA,2.671666667,20.035,7.771666667,1.86,0,2.811666667,1.176666667,1.548333333,NA,0.066666667,0.745,NA,NA,0,6.903333333,12.59333333,NA,NA,NA,6.811666667,NA,2.755,NA,22.735,NA,NA,0.853333333,0.246666667,0.34,0.051666667,0.483333333,NA,0.673333333,0.09,0,0,0.933333333,0,0.19,0,1.316666667,126.8966667,4.83,-26.8375,0.261,8.2075,27.03333333,0.534,4.601666667
ORNL_006,2021,ORNL,D07,35.938227,-84.32368,deciduousForest,Deciduous Forest,2,58.75,,NA,0,0,0,0.028333333,0,NA,NA,0,0.451666667,0.308333333,4.055,2.23,0.315,0,NA,NA,1.533333333,2.131666667,0.636666667,1.521666667,7.995,4.075,1.036666667,0,1.175,0.418333333,0.961666667,0.958333333,0,0.205,0.508333333,0.918333333,0.105,1.793333333,3.076666667,NA,NA,NA,5.476666667,NA,1.416666667,0.776666667,8.211666667,NA,0,0.473333333,0.075,0.061666667,0.583333333,0,NA,0.261666667,0,0,0,0.26,0,0,0,0.241666667,54.26833333,4.737931034,-26.564,0.307241379,8.5924,25.27777778,0.218666667,5.445
ORNL_006,2020,ORNL,D07,35.938227,-84.32368,deciduousForest,Deciduous Forest,5.25,77.89166667,,NA,0,0,0,0,0,NA,NA,0,0.623333333,0.596666667,5.473333333,3.258333333,0.395,0,NA,NA,2.18,2.226666667,NA,1.763333333,10.44166667,5.535,1.55,0,1.55,0.545,1.401666667,NA,0,0.32,NA,NA,0,1.686666667,3.511666667,NA,NA,NA,6.978333333,NA,2.091666667,NA,10.58166667,NA,NA,0.466666667,0.123333333,0.131666667,0.191666667,0.163333333,NA,0.471666667,0,0,0,0.451666667,0,0.048333333,0,0.426666667,65.17666667,4.019230769,-25.65714286,0.400769231,9.276071429,25.03888889,0.229166667,5.618333333
ORNL_046,2021,ORNL,D07,35.964418,-84.285882,deciduousForest,Deciduous Forest,1,29.75,,NA,0,0,0,0,0,NA,NA,0,0.461666667,0.188333333,3.386666667,1.57,0.325,0,NA,NA,1.405,1.881666667,0.54,1.323333333,6.76,2.403333333,0.803333333,0,1.068333333,0.413333333,0.753333333,1.048333333,0,0.203333333,0.343333333,0.585,0,1.811666667,3.12,NA,NA,NA,4.94,NA,1.49,0.701666667,7.146666667,NA,0,0.281666667,0.171666667,0.025,0.501666667,0,NA,0.205,0,0,0,0.27,0,0,0,0.305,46.43833333,4.41185567,-25.40421053,0.469845361,8.755684211,20.2375,0.229444444,4.935
ORNL_046,2020,ORNL,D07,35.964418,-84.285882,deciduousForest,Deciduous Forest,2,27.125,,NA,0,0,0.043333333,0,0,NA,NA,0,0.846666667,0.333333333,6.345,2.725,0.673333333,0,NA,NA,2.591666667,2.14,NA,1.545,13.35833333,3.998333333,1.395,0,1.981666667,0.735,1.278333333,NA,0.051666667,0.41,NA,NA,0,2.156666667,4.315,NA,NA,NA,5.498333333,NA,2.513333333,NA,12.24666667,NA,NA,0.348333333,0.033333333,0.305,0.165,0.098333333,NA,0.651666667,0.023333333,0,0,0.716666667,0,0.135,0,0.973333333,70.61833333,4.753157895,-25.36597938,0.401210526,7.681597938,22.84375,0.210166667,5.05
ORNL_046,2017,ORNL,D07,35.964418,-84.285882,deciduousForest,Deciduous Forest,2,73.375,,0,0,0,0,0.172222222,0.066111111,2.581666667,0,0,2.749444444,0.243888889,14.64611111,7.618888889,2.091111111,0,0,0.122222222,7.885,12.19222222,NA,6.075,30.91111111,1.253333333,0,0.769444444,4.8,1.346666667,0.593888889,NA,0,8.844444444,NA,NA,0.147222222,8.708888889,20.59833333,4.914444444,0.187222222,1.172222222,24.45388889,6.071111111,1.589444444,NA,2.462777778,NA,16.59611111,0.587777778,0.484444444,0,0,0.264444444,0.037222222,1.111111111,,0,0,2.366111111,0,0.615555556,0.051666667,3.102777778,200.4905556,4.271304348,-25.29688042,0.448573913,8.659168111,22.06909722,0.369777778,4.965555556
ORNL_049,2021,ORNL,D07,35.964792,-84.278894,deciduousForest,Deciduous Forest,1.333333333,51.925,,NA,0,0,0,0,0,NA,NA,0,0.453333333,0.36,3.748333333,2.076666667,0.345,0,NA,NA,1.62,2.415,0.665,1.943333333,7.503333333,3.988333333,0.955,0,1.093333333,0.373333333,0.925,1.085,0,0.203333333,0.551666667,1.053333333,0.061666667,2.415,3.55,NA,NA,NA,6.353333333,NA,1.258333333,0.913333333,7.585,NA,0,0.485,0.175,0.065,0.448333333,0,NA,0.268333333,0,0,0,0.3,0,0,0,0.295,55.51166667,4.778640777,-24.91666667,0.520631068,9.28254902,18.92941176,0.261222222,5.17
ORNL_049,2020,ORNL,D07,35.964792,-84.278894,deciduousForest,Deciduous Forest,0.875,52.74166667,,NA,0,0,0.065,0.088333333,0,NA,NA,0.036666667,0.915,0.703333333,6.635,3.781666667,0.671666667,0,NA,NA,2.773333333,4.158333333,NA,2.848333333,14.395,5.966666667,1.78,0,2.458333333,0.848333333,1.683333333,NA,0.021666667,0.443333333,NA,NA,0,4.33,6.618333333,NA,NA,NA,12.00833333,NA,2.155,NA,12.985,NA,NA,0.911666667,0.391666667,0.401666667,0.318333333,0.126666667,NA,0.788333333,0,0,0,0.743333333,0.02,0.103333333,0,0.755,92.935,4.88592233,-25.16009615,0.588592233,9.931730769,18.68235294,0.3745,5.413333333
ORNL_049,2017,ORNL,D07,35.964792,-84.278894,deciduousForest,Deciduous Forest,1.5,67.8375,,0,0,0,0,0.273333333,0.032777778,3.767222222,0,0,3.138333333,0,19.15333333,13.02722222,2.605555556,0,0,0,9.723888889,18.02777778,NA,10.63888889,42.06777778,1.842777778,0,1.202777778,6.543888889,2.150555556,0.202777778,NA,0,13.48222222,NA,NA,0.243888889,8.274444444,28.96111111,7.169444444,0.672777778,0.99,46.27222222,9.218888889,2.401111111,NA,2.121111111,NA,32.96611111,0.801111111,0.867222222,0,0,0.481111111,0,1.655555556,,0,0.108888889,3.971111111,0.191666667,0.442222222,0.136666667,4.541111111,300.3688889,4.796784566,-25.23478261,0.611897106,10.58008052,18.84117647,0.338083333,5.466111111
ORNL_053,2021,ORNL,D07,35.965252,-84.286859,deciduousForest,Deciduous Forest,0.5,48.5,,NA,0,0,0,0,0,NA,NA,0,0.388333333,0.161666667,2.976666667,1.678333333,0.276666667,0,NA,NA,1.141666667,1.54,0.495,1.07,5.815,2.251666667,0.693333333,0,0.986666667,0.338333333,0.743333333,0.996666667,0,0.146666667,0.281666667,0.508333333,0,1.368333333,2.493333333,NA,NA,NA,3.615,NA,1.376666667,0.54,6.391666667,NA,0,0.216666667,0.028333333,0,0.491666667,0,NA,0.171666667,0,0,0,0.225,0,0,0,0.216666667,39.61333333,3.420502092,-26.40886076,0.509372385,9.966244726,19.88529412,0.245666667,5.053333333
ORNL_053,2020,ORNL,D07,35.965252,-84.286859,deciduousForest,Deciduous Forest,,62.16666667,,NA,0,0,0.051666667,0,0,NA,NA,0,0.685,0.36,5.306666667,2.62,0.601666667,0,NA,NA,2.231666667,2.096666667,NA,1.485,10.8,3.706666667,1.248333333,0,1.706666667,0.596666667,1.211666667,NA,0,0.363333333,NA,NA,0,2.495,3.961666667,NA,NA,NA,4.951666667,NA,2.181666667,NA,9.616666667,NA,NA,0.371666667,0.06,0.195,0.318333333,0,NA,0.428333333,0,0,0,0.473333333,0,0.028333333,0,0.543333333,60.69166667,2.961157025,-26.50198413,0.534380165,10.35071429,20.26898396,0.215166667,5.203333333
ORNL_053,2017,ORNL,D07,35.965252,-84.286859,deciduousForest,Deciduous Forest,,57.075,,0,0,0,0,0.066842105,0.116315789,1.842631579,0,0.529473684,3.108947368,0.028947368,16.18842105,10.88631579,2.772631579,0,0,0,8.983684211,16.16473684,NA,9.498421053,39.33,1.690526316,0,1.280526316,6.377894737,1.781578947,0.376842105,NA,0,11.08315789,NA,NA,0.104210526,11.35736842,28.26526316,6.89,0.464210526,1.084736842,40.75894737,7.586315789,1.850526316,NA,5.058421053,NA,14.89947368,0.781052632,0.807894737,0,0,0.44,0.06,1.118947368,,0,0,2.163157895,0.052105263,0.530526316,0,2.959473684,259.3394737,3.043129771,-26.67390746,0.509440204,10.06017995,19.88448567,0.346611111,5.17
LENO_001,2018,LENO,D08,31.824646,-88.177623,deciduousForest,Deciduous Forest,,100.8416667,,0,0,0,0,0,0,0.866,0,0.5625,1.26125,0.205,5.96875,2.38875,0.83375,0,0,0.37,1.9475,2.47625,NA,1.7925,7.595,3.33625,2.025,0.53375,1.51875,0.79125,1.41125,NA,0,1.8225,NA,NA,0,1.71875,3.2375,1.308,0.2,0.458,4.13375,2.048,1.48375,NA,3.3675,NA,3.72,0.61625,0.20125,0.05125,0.02125,0.12375,0.294,0.48125,0,0,2.5025,0.8775,0,0.0625,0.21125,0.83625,62.17875,3.7375,-27.025,0.099583333,2.729166667,25.975,0.5375,5.69
LENO_003,2018,LENO,D08,31.808316,-88.188214,deciduousForest,Deciduous Forest,,33.33333333,,0,0,0,0,0.021111111,0,1.308333333,0.201666667,0.213333333,1.164444444,0.177777778,5.425555556,2.815555556,0.875555556,0,0,0.503333333,3.212222222,2.113333333,NA,1.778888889,8.064444444,3.771111111,2.223333333,0.561111111,1.325555556,0.892222222,1.77,NA,0,1.891111111,NA,NA,0.017777778,2.031111111,4.624444444,1.565,0.356666667,0.586666667,4.81,1.993333333,2.21,NA,6.908888889,NA,6.375,0.551111111,0.026666667,0.022222222,0.056666667,0.18,0.108333333,0.64,0,0,0.111111111,0.856666667,0,0.146666667,0.094444444,0.853333333,71.09222222,3.777777778,-27.0037037,0.092962963,2.507037037,25.78888889,0.492666667,5.328888889
LENO_063,2018,LENO,D08,31.855414,-88.160393,deciduousForest,Deciduous Forest,2.5,121.5845238,1.833333333,0,0,0,0,0.057777778,0,0.815,0,0.748888889,1.192222222,0.382222222,4.952222222,2.585555556,0.763333333,0,0,0.475,2.3,2.793333333,NA,2.373333333,8.426666667,4.154444444,1.268888889,0.481111111,1.674444444,0.631111111,1.593333333,NA,0,1.516666667,NA,NA,0.086666667,1.963333333,3.927777778,1.238333333,0,0.568333333,6.002222222,1.703333333,1.138888889,NA,3.854444444,NA,3.253333333,0.617777778,0.294444444,0.064444444,0,0.36,0.16,0.637777778,0,0,0.867777778,0.758888889,0,0.073333333,0.168888889,0.825555556,65.00555556,3.547222222,-27.05277778,0.112777778,3.086111111,26.04166667,0.314705882,5.815555556
TALL_001,2021,TALL,D08,32.977665,-87.432705,deciduousForest,Deciduous Forest,,90,,NA,0,0,0.043333333,0.13,0,NA,NA,0,0.64,0.218333333,4.863333333,1.656666667,0.596666667,0,NA,NA,2.18,2.563333333,0.683333333,1.686666667,10.11333333,3.786666667,1.063333333,0.151666667,1.178333333,0.563333333,0.878333333,1.17,0.051666667,0.436666667,0.725,1.008333333,0.133333333,4.666666667,6.655,NA,NA,NA,5.968333333,NA,1.533333333,0.776666667,9.93,NA,0,0.536666667,0.095,0.21,0,0.201666667,NA,0.381666667,0,0,0,0.635,0,0.056666667,0,0.97,69.13333333,2.088888889,-27.33611111,0.459325397,13.73936508,27.29603175,0.291777778,4.6
TALL_001,2020,TALL,D08,32.977665,-87.432705,deciduousForest,Deciduous Forest,,202.25,,NA,0,0,0.045,0.038333333,0,NA,NA,0,0.893333333,0.253333333,6.198333333,2.193333333,0.66,0,NA,NA,2.593333333,2.221666667,NA,1.796666667,13.11,4.46,1.593333333,0,1.465,0.74,1.25,NA,0.026666667,0.451666667,NA,NA,0.03,4.256666667,6.178333333,NA,NA,NA,6.445,NA,2.238333333,NA,12.95,NA,NA,0.52,0.131666667,0.186666667,0.06,0.106666667,NA,0.413333333,0,0,0,0.583333333,0,0.056666667,0,0.801666667,74.93166667,2.254365079,-27.37142857,0.452063492,13.65436508,27.33174603,0.2825,4.723333333
TALL_001,2017,TALL,D08,32.977665,-87.432705,deciduousForest,Deciduous Forest,,110.75,,0,0,0,0,0.226,0.144,1.676,0,0,2.839,0.113,15.94,6.768,2.405,0,0,0,9.759,10.494,NA,5.861,33.111,1.414,0.403,0.355,4.543,1.99,0.169,NA,0,10.858,NA,NA,0.42,11.951,23.364,4.771,0.159,0.95,19.758,7.604,2.733,NA,5.265,NA,31.374,0.99,0.609,0,0,0.306,0.219,1.634,,0,0.102,4.054,0,0.54,0.118,6.503,232.496,2.158095238,-27.35952381,0.45552381,13.7277619,27.33714286,0.420230769,5.175
TALL_007,2021,TALL,D08,32.974426,-87.42694,deciduousForest,Deciduous Forest,,81.6,,NA,0,0,0,0,0,NA,NA,0,0.238333333,0,1.886666667,0.815,0.203333333,0,NA,NA,0.868333333,1.218333333,0.295,0.783333333,3.865,1.685,0.476666667,0.066666667,0.503333333,0.188333333,0.423333333,0.62,0,0.133333333,0.308333333,0.496666667,0,1.203333333,2.268333333,NA,NA,NA,2.673333333,NA,0.753333333,0.328333333,3.538333333,NA,0,0.11,0,0,0,0,NA,0.158333333,0,0,0,0.271666667,0,0,0,0.291666667,26.665,2.869135802,-26.4577381,0.369814815,8.475952381,22.20681818,0.162888889,4.966666667
TALL_007,2020,TALL,D08,32.974426,-87.42694,deciduousForest,Deciduous Forest,,88.58333333,,NA,0,0,0,0,0,NA,NA,0,0.511666667,0.161666667,4.543333333,1.723333333,0.44,0,NA,NA,1.893333333,1.783333333,NA,1.195,8.881666667,3.203333333,1.075,0,0.968333333,0.473333333,0.981666667,NA,0,0.293333333,NA,NA,0,2.341666667,3.433333333,NA,NA,NA,3.738333333,NA,1.716666667,NA,8.413333333,NA,NA,0.298333333,0,0.035,0.078333333,0,NA,0.338333333,0.03,0,0,0.486666667,0,0.036666667,0,0.553333333,49.61166667,2.920606061,-26.29212121,0.385333333,9.000121212,21.66515152,0.182333333,4.951666667
TALL_007,2017,TALL,D08,32.974426,-87.42694,deciduousForest,Deciduous Forest,,76.08809524,,0,0,0,0,0,0.138181818,1.508181818,0,0,1.449090909,0.07,6.689090909,3.94,1.119090909,0,0,0.061818182,3.629090909,4.627272727,NA,2.503636364,13.13090909,0.774545455,0.140909091,0.271818182,1.983636364,1.035454545,0.150909091,NA,0,4.477272727,NA,NA,0,5.11,7.900909091,2.784545455,0,0.380909091,8.721818182,4.095454545,1.617272727,NA,5.249090909,NA,4.816363636,0.398181818,0.33,0,0,0,0,0.911818182,,0.06,0,2.05,0,0.401818182,0.046363636,2.233636364,94.81272727,2.849180328,-26.45733333,0.429016393,10.33856667,22.03677686,0.219357143,5.340909091
CLBJ_001,2019,CLBJ,D11,33.397987,-97.568339,deciduousForest,Deciduous Forest,,93.94166667,,NA,0,0,0,0.046666667,0,NA,NA,0,0.23,0.064444444,1.9,1.027777778,0.202222222,0,NA,NA,1.196666667,1.054444444,NA,0.76,4.874444444,1.916666667,0.662222222,0,0.527777778,0.205555556,0.717777778,NA,0,0.148888889,NA,NA,0.015555556,1.083333333,2.005555556,NA,NA,NA,1.673333333,NA,0.682222222,NA,2.022222222,NA,NA,0.103333333,0,0,0,0.021111111,NA,0.218888889,0,0,0,0.132222222,0,0,0,0.155555556,23.64222222,-1.075675676,-27.9,1.023513514,20.28628571,NA,0.156055556,6.513333333
CLBJ_002,2019,CLBJ,D11,33.40398,-97.571138,deciduousForest,Deciduous Forest,,129.5416667,1.75,NA,0,0,0,0.174444444,0,NA,NA,0,0.448888889,0.361111111,3.605555556,1.973333333,0.315555556,0,NA,NA,1.682222222,2.907777778,NA,1.608888889,7.624444444,4.245555556,1.032222222,0,0.964444444,0.298888889,1.014444444,NA,0,0.235555556,NA,NA,0,1.927777778,3.007777778,NA,NA,NA,4.885555556,NA,0.951111111,NA,3.376666667,NA,NA,0.321111111,0.094444444,0.043333333,0,0.212222222,NA,0.248888889,0,0,0,0.218888889,0,0,0,0.274444444,44.04444444,-1.092592593,-27.81851852,1.055555556,19.21703704,NA,0.162666667,7.208888889
CLBJ_003,2019,CLBJ,D11,33.403989,-97.572744,deciduousForest,Deciduous Forest,2.25,142.1333333,0.5,NA,0,0,0,0,0,NA,NA,0,0.311111111,0.151111111,2.296666667,1.214444444,0.206666667,0,NA,NA,1.093333333,1.602222222,NA,0.967777778,5.595555556,2.518888889,0.657777778,0,0.634444444,0.205555556,0.612222222,NA,0,0.127777778,NA,NA,0,1.185555556,1.877777778,NA,NA,NA,2.582222222,NA,0.64,NA,2.207777778,NA,NA,0.186666667,0.036666667,0,0,0.055555556,NA,0.227777778,0,0,0,0.182222222,0,0,0,0.234444444,27.60222222,-1.077777778,-27.75555556,1.086666667,18.14444444,NA,0.177222222,6.781111111
